# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-M" "--fraction" "-a" "calb_features.gtf" "-o" "counts.txt" "results/A1_S1_STAR/Aligned.sortedByCoord.out.bam" "results/A1_S1_STAR/Aligned.toTranscriptome.out.bam" "results/A2_S2_STAR/Aligned.sortedByCoord.out.bam" "results/A2_S2_STAR/Aligned.toTranscriptome.out.bam" "results/A3_S3_STAR/Aligned.sortedByCoord.out.bam" "results/A3_S3_STAR/Aligned.toTranscriptome.out.bam" "results/B1_S4_STAR/Aligned.sortedByCoord.out.bam" "results/B1_S4_STAR/Aligned.toTranscriptome.out.bam" "results/B2_S5_STAR/Aligned.sortedByCoord.out.bam" "results/B2_S5_STAR/Aligned.toTranscriptome.out.bam" "results/B3_S6_STAR/Aligned.sortedByCoord.out.bam" "results/B3_S6_STAR/Aligned.toTranscriptome.out.bam" "results/C1_S7_STAR/Aligned.sortedByCoord.out.bam" "results/C1_S7_STAR/Aligned.toTranscriptome.out.bam" "results/C2_S8_STAR/Aligned.sortedByCoord.out.bam" "results/C2_S8_STAR/Aligned.toTranscriptome.out.bam" "results/C3_S9_STAR/Aligned.sortedByCoord.out.bam" "results/C3_S9_STAR/Aligned.toTranscriptome.out.bam" "results/D1_S10_STAR/Aligned.sortedByCoord.out.bam" "results/D1_S10_STAR/Aligned.toTranscriptome.out.bam" "results/D2_S11_STAR/Aligned.sortedByCoord.out.bam" "results/D2_S11_STAR/Aligned.toTranscriptome.out.bam" "results/D3_S12_STAR/Aligned.sortedByCoord.out.bam" "results/D3_S12_STAR/Aligned.toTranscriptome.out.bam" "results/E1_S13_STAR/Aligned.sortedByCoord.out.bam" "results/E1_S13_STAR/Aligned.toTranscriptome.out.bam" "results/E2_S14_STAR/Aligned.sortedByCoord.out.bam" "results/E2_S14_STAR/Aligned.toTranscriptome.out.bam" "results/E3_S15_STAR/Aligned.sortedByCoord.out.bam" "results/E3_S15_STAR/Aligned.toTranscriptome.out.bam" "results/F1_S16_STAR/Aligned.sortedByCoord.out.bam" "results/F1_S16_STAR/Aligned.toTranscriptome.out.bam" "results/F2_S17_STAR/Aligned.sortedByCoord.out.bam" "results/F2_S17_STAR/Aligned.toTranscriptome.out.bam" "results/F3_S18_STAR/Aligned.sortedByCoord.out.bam" "results/F3_S18_STAR/Aligned.toTranscriptome.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/A1_S1_STAR/Aligned.sortedByCoord.out.bam	results/A1_S1_STAR/Aligned.toTranscriptome.out.bam	results/A2_S2_STAR/Aligned.sortedByCoord.out.bam	results/A2_S2_STAR/Aligned.toTranscriptome.out.bam	results/A3_S3_STAR/Aligned.sortedByCoord.out.bam	results/A3_S3_STAR/Aligned.toTranscriptome.out.bam	results/B1_S4_STAR/Aligned.sortedByCoord.out.bam	results/B1_S4_STAR/Aligned.toTranscriptome.out.bam	results/B2_S5_STAR/Aligned.sortedByCoord.out.bam	results/B2_S5_STAR/Aligned.toTranscriptome.out.bam	results/B3_S6_STAR/Aligned.sortedByCoord.out.bam	results/B3_S6_STAR/Aligned.toTranscriptome.out.bam	results/C1_S7_STAR/Aligned.sortedByCoord.out.bam	results/C1_S7_STAR/Aligned.toTranscriptome.out.bam	results/C2_S8_STAR/Aligned.sortedByCoord.out.bam	results/C2_S8_STAR/Aligned.toTranscriptome.out.bam	results/C3_S9_STAR/Aligned.sortedByCoord.out.bam	results/C3_S9_STAR/Aligned.toTranscriptome.out.bam	results/D1_S10_STAR/Aligned.sortedByCoord.out.bam	results/D1_S10_STAR/Aligned.toTranscriptome.out.bam	results/D2_S11_STAR/Aligned.sortedByCoord.out.bam	results/D2_S11_STAR/Aligned.toTranscriptome.out.bam	results/D3_S12_STAR/Aligned.sortedByCoord.out.bam	results/D3_S12_STAR/Aligned.toTranscriptome.out.bam	results/E1_S13_STAR/Aligned.sortedByCoord.out.bam	results/E1_S13_STAR/Aligned.toTranscriptome.out.bam	results/E2_S14_STAR/Aligned.sortedByCoord.out.bam	results/E2_S14_STAR/Aligned.toTranscriptome.out.bam	results/E3_S15_STAR/Aligned.sortedByCoord.out.bam	results/E3_S15_STAR/Aligned.toTranscriptome.out.bam	results/F1_S16_STAR/Aligned.sortedByCoord.out.bam	results/F1_S16_STAR/Aligned.toTranscriptome.out.bam	results/F2_S17_STAR/Aligned.sortedByCoord.out.bam	results/F2_S17_STAR/Aligned.toTranscriptome.out.bam	results/F3_S18_STAR/Aligned.sortedByCoord.out.bam	results/F3_S18_STAR/Aligned.toTranscriptome.out.bam
C1_13350W_B	Ca22chr1B_C_albicans_SC5314	2911601	2913352	+	1752	41344.17	0	50716.15	0	47028.00	0	50976.42	0	43008.95	0	35172.33	0	35858.08	0	28334.17	0	41690.58	0	45174.83	0	52286.33	0	63692.58	0	62890.08	0	39824.71	0	43431.89	0	32572.39	0	46628.12	0	43901.33	0
C1_13360C_B	Ca22chr1B_C_albicans_SC5314	2913651	2914778	-	1128	202.50	0	201	0	175	0	236	0	217.50	0	148.00	0	114	0	99	0	145.67	0	118	0	148.50	0	173	0	155	0	92.19	0	119	0	105.06	0	93	0	110.50	0
C1_13370W_B	Ca22chr1B_C_albicans_SC5314	2915012	2916186	+	1175	188	0	185	0	156	0	177	0	135	0	159	0	180.67	0	145	0	157.83	0	124.50	0	109.50	0	171	0	212	0	98	0	75	0	67	0	96	0	100	0
C1_13380W_B	Ca22chr1B_C_albicans_SC5314	2916479	2917321	+	843	287	0	650.50	0	494.50	0	544.50	0	562	0	445	0	471	0	311	0	617	0	405.50	0	469	0	616	0	618.50	0	449	0	341.50	0	286	0	394	0	422	0
C1_13390W_B	Ca22chr1B_C_albicans_SC5314	2917577	2919667	+	2091	341.50	0	418	0	314.50	0	331.67	0	401	0	264.50	0	268	0	207	0	300	0	823	0	911	0	1228	0	768.50	0	557	0	563	0	378	0	600	0	491	0
C1_13400C_B	Ca22chr1B_C_albicans_SC5314	2920045	2922240	-	2196	2528.40	0	3256.83	0	2640	0	3125.17	0	2462.08	0	2013.50	0	2317.67	0	1797.17	0	2308	0	2392.17	0	2863	0	3551.92	0	3631.17	0	2265	0	2272	0	1928	0	2609	0	2486.50	0
C1_13410W_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	2925405;2925494	2925423;2925873	+;+	399	390.50	0	384.83	0	301	0	338.50	0	327	0	223	0	176	0	181	0	182	0	519.25	0	562	0	723.50	0	571	0	425	0	388	0	345	0	455	0	381.50	0
C1_13420C_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	2926060;2930640	2930567;2930643	-;-	4512	14812.60	0	18226.08	0	14656.67	0	19066.08	0	16172.17	0	12866.40	0	9697.83	0	9583.67	0	11544.87	0	19618	0	22090.50	0	26586.33	0	23062.42	0	15239.50	0	14919.00	0	11237.08	0	16690.50	0	14106.17	0
C1_13430C_B	Ca22chr1B_C_albicans_SC5314	2932046	2933773	-	1728	398.50	0	581.25	0	427	0	1013	0	888.25	0	791	0	629.50	0	508.08	0	664.25	0	1600.25	0	1741	0	2425.50	0	1926.58	0	1280.75	0	1289.50	0	962.17	0	1402	0	1251	0
C1_13440C_B	Ca22chr1B_C_albicans_SC5314	2935478	2937424	-	1947	311	0	240.50	0	160	0	281	0	316	0	204.50	0	97	0	107	0	110	0	74	0	106	0	83	0	83	0	129.50	0	49	0	43	0	65	0	50	0
C1_13450W_B	Ca22chr1B_C_albicans_SC5314	2944648	2947407	+	2760	599.92	0	740.75	0	511	0	1021	0	889.50	0	794.50	0	569	0	474	0	492.50	0	1300	0	1357.50	0	1761.75	0	1936	0	1422	0	1226	0	1002	0	1499.50	0	1117	0
C1_13460W_B	Ca22chr1B_C_albicans_SC5314	2951104	2951460	+	357	69.50	0	89.50	0	30.50	0	44.50	0	41.50	0	15	0	25.50	0	18.75	0	39	0	83.50	0	88	0	119.25	0	99	0	68.50	0	59.33	0	29.50	0	85.75	0	36.50	0
C1_13470W_B	Ca22chr1B_C_albicans_SC5314	2952079	2954079	+	2001	2601.17	0	3723.92	0	2800.25	0	3076.25	0	2744.58	0	2022	0	1786	0	1627.33	0	2113	0	4048.25	0	4642.50	0	5879.22	0	4532.60	0	3167.10	0	2975.75	0	2380.17	0	3230.92	0	2607.17	0
C1_13480W_B	Ca22chr1B_C_albicans_SC5314	2955616	2957586	+	1971	173154.33	0	289670.70	0	227736.33	0	257475.06	0	214122.33	0	179759.48	0	162308.91	0	151186.17	0	195211.32	0	101364.40	0	112842.17	0	143189.92	0	98328.33	0	66207.58	0	59670.67	0	53834.44	0	77605.63	0	58871.17	0
C1_13490C_B	Ca22chr1B_C_albicans_SC5314	2957872	2959986	-	2115	1910.17	0	2876.33	0	2089.17	0	3443.00	0	3171.00	0	2273.08	0	2043.67	0	1583.17	0	2086.50	0	2454.33	0	2982.33	0	3416.83	0	2689.50	0	2106.67	0	1863.67	0	1131	0	1928.33	0	1503.42	0
C1_13500C_B	Ca22chr1B_C_albicans_SC5314	2960315	2960425	-	111	10007.90	0	12799.50	0	10984.48	0	17751.73	0	15161.17	0	13102.95	0	11032.52	0	12431.98	0	11786.62	0	3726.17	0	4815.42	0	4901.95	0	9181.58	0	4814.33	0	5542.32	0	5375.12	0	6472.57	0	6427.65	0
C1_13510C_B	Ca22chr1B_C_albicans_SC5314	2960954	2962582	-	1629	3000.25	0	3228.83	0	2388	0	3055.50	0	2733.33	0	2003.50	0	1549.25	0	1504	0	2067.50	0	5808	0	6997.25	0	7942.50	0	5626	0	4062	0	3735	0	2931.50	0	4025	0	3530	0
C1_13520C_B	Ca22chr1B_C_albicans_SC5314	2963249	2964064	-	816	358	0	572	0	368	0	458	0	434.50	0	288.50	0	291.50	0	191	0	328.50	0	927	0	1146	0	1227.50	0	1038.50	0	669	0	644.50	0	480.50	0	661.50	0	575.50	0
C1_13530W_B	Ca22chr1B_C_albicans_SC5314	2964379	2965935	+	1557	1252	0	1607	0	1178	0	2000.50	0	1449	0	1496	0	1005	0	1081	0	1187.50	0	1881	0	2224.12	0	2516	0	2345	0	1499.50	0	1306	0	1144	0	1631.17	0	1341	0
C1_13540W_B	Ca22chr1B_C_albicans_SC5314	2966544	2968298	+	1755	688.50	0	906.50	0	631	0	829.50	0	667	0	518.50	0	444.50	0	402.50	0	572.25	0	1296.50	0	1404.50	0	1907.40	0	1229.50	0	819	0	845	0	623	0	893.50	0	812	0
C1_13550C_B	Ca22chr1B_C_albicans_SC5314	2968414	2969763	-	1350	1553	0	1856.50	0	1509	0	1895.50	0	1597.50	0	1421	0	1261.50	0	996.50	0	1331.50	0	2109.50	0	2452	0	3099.50	0	2305	0	1411.50	0	1526.17	0	1178	0	1838.50	0	1571.50	0
C1_13560W_B	Ca22chr1B_C_albicans_SC5314	2969975	2971489	+	1515	791.50	0	1139	0	871	0	991	0	854	0	794	0	691.50	0	530.50	0	786	0	1649.50	0	1938.50	0	2320	0	1724.50	0	1204	0	1117	0	755	0	1219	0	1244	0
C1_13570W_B	Ca22chr1B_C_albicans_SC5314	2976207	2979023	+	2817	4283.83	0	5763.89	0	4592.25	0	7630.17	0	6735.25	0	5101.92	0	4265.08	0	3713.83	0	4956.83	0	7392.61	0	9125.46	0	10975.42	0	11891.10	0	8360.95	0	7248.00	0	5568.50	0	8481.50	0	7034.58	0
C1_13580W_B	Ca22chr1B_C_albicans_SC5314	2981466	2983856	+	2391	3147.92	0	4119	0	3227.67	0	3598	0	3151.50	0	2495.50	0	2094.50	0	1912.67	0	2338.25	0	3987.42	0	4559	0	5729.67	0	4649.25	0	3037	0	3037.83	0	2433.50	0	3510.21	0	3093.92	0
C1_13590W_B	Ca22chr1B_C_albicans_SC5314	2984972	2986198	+	1227	254	0	384.50	0	296	0	354.50	0	347.50	0	316.50	0	313	0	226	0	313	0	494	0	454.25	0	636.50	0	406.50	0	290	0	257.50	0	225	0	301	0	319.50	0
C1_13600W_B	Ca22chr1B_C_albicans_SC5314	2986304	2987200	+	897	124	0	132.50	0	99.50	0	157.50	0	135.50	0	97.50	0	124	0	77	0	109	0	231	0	274	0	330.25	0	205.50	0	129.50	0	141	0	107.83	0	161	0	131.25	0
C1_13610C_B	Ca22chr1B_C_albicans_SC5314	2987646	2989883	-	2238	2514	0	3453.75	0	3028.17	0	3192.42	0	2817.67	0	2351	0	2120	0	1830	0	2478.90	0	3163.50	0	3738.85	0	4540.75	0	3685.50	0	2394.50	0	2345	0	1906	0	2816.67	0	2661	0
C1_13620W_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	2993199;2993312	2993245;2996240	+;+	2976	18813.28	0	23190.29	0	19259.17	0	28833.41	0	26427.38	0	19812.17	0	16673.75	0	15008.50	0	19668.83	0	14595.42	0	17111.32	0	20487.62	0	21154.25	0	14160	0	14426.12	0	11429.67	0	17690.79	0	15414.17	0
C1_13630W_B	Ca22chr1B_C_albicans_SC5314	2997058	2998740	+	1683	3105	0	5114.50	0	4254	0	3195.50	0	2573.17	0	2294.50	0	2763.50	0	2366	0	3078.17	0	1709.25	0	1878.50	0	2339.33	0	1794	0	1032	0	1085.50	0	978.50	0	1396	0	1372	0
C1_13640W_B	Ca22chr1B_C_albicans_SC5314	2999740	3001515	+	1776	2076.17	0	2557.75	0	2179.25	0	2271	0	2032	0	1528.50	0	1470.50	0	1183.33	0	1649.50	0	2285	0	2739.17	0	3284.75	0	2495	0	1758.50	0	1690.50	0	1369	0	1824	0	1770.17	0
C1_13650C_B	Ca22chr1B_C_albicans_SC5314	3001597	3002943	-	1347	586.50	0	750.62	0	623.50	0	769.50	0	635	0	461.50	0	462.50	0	384.50	0	460.50	0	692.50	0	793	0	861.50	0	630	0	439	0	417	0	336	0	468.50	0	369.50	0
C1_13660W_B	Ca22chr1B_C_albicans_SC5314	3003337	3005883	+	2547	1708	0	2179.75	0	1790	0	1700.25	0	1408	0	1218	0	1036.25	0	901.17	0	1112.50	0	1397.50	0	1638.25	0	1797.50	0	1442	0	975.25	0	1043.25	0	810	0	1151.11	0	999.25	0
C1_13670W_B	Ca22chr1B_C_albicans_SC5314	3006324	3008270	+	1947	2270.50	0	3336	0	2598.50	0	1918.50	0	1592.50	0	1297	0	1330.33	0	1293	0	1421.50	0	1257.50	0	1450.75	0	1747.08	0	1427.50	0	873	0	822.50	0	790	0	1190.50	0	1036	0
C1_13680C_B	Ca22chr1B_C_albicans_SC5314	3008342	3008875	-	534	5626	0	7161.14	0	5158	0	5129	0	4489.75	0	3225.75	0	2567.50	0	2661.67	0	2998.50	0	3909.33	0	4156	0	5264.75	0	3526	0	2374.50	0	2263.75	0	2035.50	0	2942.75	0	2257	0
C1_13690C_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	3009454;3009775	3009702;3009861	-;-	336	1519.75	0	1759	0	1362.50	0	1758.75	0	1423	0	1039.50	0	906.12	0	926.50	0	1094.75	0	2465	0	2859.75	0	3491.25	0	2859	0	2161.92	0	1885.83	0	1504.75	0	2170.33	0	2033.50	0
C1_13700W_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	3011315;3011984	3011324;3013104	+;+	1131	29701.67	0	36019.08	0	28665.25	0	36270.17	0	28871.95	0	23913.00	0	17984.33	0	18951.17	0	21777.75	0	25576.90	0	27073.92	0	33981.92	0	27050.87	0	17931.75	0	17465.48	0	14688.07	0	21897.42	0	16032.08	0
C1_13710C_B	Ca22chr1B_C_albicans_SC5314	3013378	3013677	-	300	49.50	0	67	0	36.50	0	49.25	0	33	0	41	0	20.50	0	41.50	0	49	0	28	0	14	0	22.50	0	19	0	15.75	0	7.50	0	13	0	17.50	0	11.50	0
C1_13720W_B	Ca22chr1B_C_albicans_SC5314	3013937	3015853	+	1917	333.83	0	391.70	0	268.50	0	444.25	0	381	0	299	0	262	0	250	0	234	0	278.50	0	266.50	0	365.50	0	330.12	0	203.50	0	179.50	0	162	0	229.50	0	208.75	0
C1_13730C_B	Ca22chr1B_C_albicans_SC5314	3015955	3016935	-	981	184	0	205.70	0	114	0	159.50	0	134	0	122.50	0	104.50	0	88.50	0	80	0	97	0	115	0	93.50	0	92	0	84	0	76	0	46.50	0	65	0	61	0
C1_13740W_B	Ca22chr1B_C_albicans_SC5314	3017768	3020041	+	2274	1135	0	1615.25	0	1226.50	0	1596.75	0	1301	0	1101.53	0	1113	0	861.50	0	1175	0	1618.38	0	1693.88	0	2250.17	0	1762.62	0	1197	0	1106	0	894	0	1389	0	1160.50	0
C1_13750C_B	Ca22chr1B_C_albicans_SC5314	3020132	3020728	-	597	98.14	0	144.88	0	97.50	0	141.50	0	125.50	0	88	0	95	0	70	0	94.50	0	86.50	0	82.50	0	115.50	0	108.25	0	69.50	0	87.50	0	38.50	0	90.50	0	69	0
C1_13760W_B	Ca22chr1B_C_albicans_SC5314	3020920	3022554	+	1635	1262.64	0	1689.50	0	1286.25	0	1612.75	0	1379	0	1101.25	0	942	0	761.50	0	988.75	0	982.25	0	1195.17	0	1356	0	1273.50	0	894.50	0	795.50	0	565.50	0	855.50	0	820.50	0
C1_13770C_B	Ca22chr1B_C_albicans_SC5314	3022678	3023385	-	708	109.50	0	133	0	114	0	128	0	119	0	116	0	68.50	0	72.50	0	87	0	93.25	0	92	0	103.50	0	104.50	0	75.50	0	49	0	48	0	69.25	0	87.50	0
C1_13780W_B	Ca22chr1B_C_albicans_SC5314	3025988	3030673	+	4686	8231.75	0	10275	0	8177.88	0	10207.04	0	8821.25	0	6742.42	0	5419.58	0	5126.58	0	6170.50	0	10345.17	0	11598.64	0	14425.37	0	12133.83	0	7777.77	0	7663.75	0	6023.58	0	8989.65	0	7718.92	0
C1_13790C_B	Ca22chr1B_C_albicans_SC5314	3030889	3031254	-	366	162.50	0	170.50	0	143	0	211.75	0	181	0	144	0	134	0	100.50	0	144.50	0	276.50	0	411	0	430.50	0	356.50	0	231	0	237	0	209.50	0	255	0	237	0
C1_13800C_B	Ca22chr1B_C_albicans_SC5314	3031432	3033447	-	2016	345	0	441	0	310	0	441.25	0	434.50	0	284	0	251.50	0	198.50	0	268.50	0	940.25	0	1018.50	0	1300.90	0	928	0	730	0	626	0	434.50	0	705	0	570.50	0
C1_13810W_B	Ca22chr1B_C_albicans_SC5314	3035109	3037193	+	2085	4964.42	0	5735.17	0	4869.75	0	6429.31	0	5511.40	0	4529.17	0	3768.75	0	3456.40	0	4852.90	0	6296.75	0	7354.18	0	9170.33	0	6393.75	0	4355.26	0	4295.25	0	3118	0	4842.47	0	3923.50	0
C1_13820C_B	Ca22chr1B_C_albicans_SC5314	3037488	3038510	-	1023	566.50	0	712	0	601.50	0	698.50	0	622.50	0	571.75	0	565	0	378.50	0	615.50	0	300	0	348.50	0	452.50	0	544	0	361	0	345.50	0	308.50	0	393	0	307	0
C1_13830C_B	Ca22chr1B_C_albicans_SC5314	3038953	3040206	-	1254	2147	0	3081.50	0	2348.50	0	3040.50	0	2568.60	0	2119	0	1616.75	0	1525.25	0	1893.75	0	3279	0	3822.75	0	4791.50	0	4382	0	2799.75	0	2878	0	2098.83	0	3162.50	0	2641.67	0
C1_13840W_B	Ca22chr1B_C_albicans_SC5314	3041441	3043396	+	1956	2106.17	0	2524	0	2178.67	0	2461.67	0	2119.75	0	1659.40	0	1461.17	0	1322.42	0	1592.83	0	1519.62	0	1813.67	0	2219.17	0	1935.58	0	1147.83	0	1177.67	0	1005.12	0	1490.50	0	1263.50	0
C1_13850C_B	Ca22chr1B_C_albicans_SC5314	3043488	3045017	-	1530	461.50	0	536	0	392	0	552.50	0	446	0	423	0	330.50	0	291.50	0	374.50	0	192	0	190	0	188	0	137	0	99	0	79	0	75.50	0	91.50	0	78.50	0
C1_13860C_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	3045843;3048014	3047313;3048030	-;-	1488	48704.75	0	62206.83	0	48887.92	0	55935.25	0	44975.58	0	37522.67	0	28384.08	0	29240.38	0	33904.25	0	27189.33	0	30284	0	36721.23	0	27150.92	0	18851	0	17641.08	0	14577.25	0	22368.33	0	16829.75	0
C1_13870W_B	Ca22chr1B_C_albicans_SC5314	3051472	3053055	+	1584	1242	0	1710	0	1262.50	0	777.50	0	808.50	0	566	0	473.50	0	403	0	507	0	109.50	0	100.50	0	117	0	167	0	71	0	71	0	56	0	103.17	0	159	0
C1_13880C_B	Ca22chr1B_C_albicans_SC5314	3053367	3056900	-	3534	19676.22	0	24767.58	0	23644.81	0	27373.25	0	22050.64	0	18512.22	0	20283.95	0	16368.75	0	24582.40	0	28811.08	0	33354.00	0	42734.18	0	34751.14	0	23991.17	0	24670.83	0	19112.58	0	28567.04	0	26197.64	0
C1_13890C_B	Ca22chr1B_C_albicans_SC5314	3060969	3061041	-	73	8	0	7	0	1.50	0	13	0	7	0	6.50	0	2	0	4	0	2	0	7	0	2.50	0	13.50	0	2.50	0	3.50	0	5	0	4.50	0	3.50	0	4	0
C1_13900C_B	Ca22chr1B_C_albicans_SC5314	3061389	3063098	-	1710	1283.50	0	1685.50	0	1251.50	0	1915.25	0	1651.50	0	1356	0	1065.17	0	1022	0	1295.33	0	1704.33	0	1994.50	0	2444	0	2490.25	0	1550	0	1505.50	0	1146	0	1688.25	0	1417	0
C1_13910C_B	Ca22chr1B_C_albicans_SC5314	3063781	3065418	-	1638	1006.50	0	1215.50	0	894.50	0	1172.92	0	1073.50	0	831	0	548.25	0	552.50	0	666.25	0	2084.33	0	2375.50	0	2954.50	0	2313.50	0	1563	0	1442	0	1160	0	1754	0	1379	0
C1_13920W_B	Ca22chr1B_C_albicans_SC5314	3065906	3066985	+	1080	1655.50	0	1865.50	0	1492	0	1806.50	0	1588.50	0	1138.25	0	820.50	0	906.50	0	1168	0	2457.25	0	2883.12	0	3497.17	0	2622.25	0	1726	0	1716	0	1438.50	0	2039.33	0	1699.50	0
C1_13930W_B	Ca22chr1B_C_albicans_SC5314	3067447	3069471	+	2025	2258.75	0	2831.92	0	2305	0	3022.50	0	2775.50	0	2032.75	0	1565.50	0	1602.50	0	1916.50	0	2766.25	0	3271.25	0	3833.75	0	3417.58	0	2207.50	0	2106.33	0	1803.50	0	2540	0	2189.67	0
C1_13940W_B	Ca22chr1B_C_albicans_SC5314	3074071	3075189	+	1119	7041.25	0	8821.75	0	6966.70	0	9358	0	8249.67	0	6580.00	0	5717.92	0	5613.67	0	6801.25	0	4261.50	0	4809.50	0	5838.17	0	7047.07	0	4287.50	0	4739.25	0	4065.75	0	6012.50	0	4948.17	0
C1_13950C_B	Ca22chr1B_C_albicans_SC5314	3075678	3076172	-	495	176.50	0	276.75	0	200.25	0	253.50	0	221	0	190.50	0	146.50	0	134.50	0	156.50	0	191.50	0	182.50	0	239	0	196.50	0	114	0	113	0	90.50	0	152.25	0	103	0
C1_13960W_B	Ca22chr1B_C_albicans_SC5314	3076585	3078516	+	1932	2316.50	0	3264	0	2417	0	2824.42	0	2458	0	1813.50	0	1565.25	0	1418.50	0	1843.42	0	1446.50	0	1643	0	2144.50	0	1909	0	1130	0	1243.50	0	966.50	0	1366	0	1357	0
C1_13970C_B	Ca22chr1B_C_albicans_SC5314	3078554	3080212	-	1659	619	0	808.50	0	663	0	869.50	0	738	0	657.50	0	562	0	467	0	557.50	0	1211	0	1437	0	1873.50	0	1290.50	0	956.50	0	923	0	648	0	967.50	0	907	0
C1_13980C_B	Ca22chr1B_C_albicans_SC5314	3080894	3082918	-	2025	395	0	504.50	0	353	0	462.75	0	429	0	327	0	283.25	0	232	0	283	0	394	0	453	0	564.50	0	436.50	0	272	0	251	0	233.25	0	374.50	0	228.50	0
C1_13990W_B	Ca22chr1B_C_albicans_SC5314	3083675	3084283	+	609	318	0	440	0	446.50	0	480.50	0	405.50	0	369	0	223.50	0	185	0	288	0	546.83	0	541.50	0	690.50	0	495.50	0	308	0	312.50	0	260	0	379.50	0	343	0
C1_14000C_B	Ca22chr1B_C_albicans_SC5314	3084286	3086721	-	2436	2614.50	0	3830.75	0	3121	0	3338.50	0	2895.42	0	2276	0	1923.67	0	1739	0	2032.33	0	5296.50	0	5814.33	0	7466.50	0	5424.50	0	3957	0	3597	0	2838.25	0	4358	0	3701.67	0
C1_14010W_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	3087597;3087947	3087878;3088789	+;+	1125	78.50	0	117.75	0	75.50	0	183.85	0	165.50	0	105.75	0	100.50	0	52.50	0	80.75	0	38	0	46.50	0	57.50	0	50	0	61	0	32.50	0	17	0	41.50	0	38	0
C1_14020W_B	Ca22chr1B_C_albicans_SC5314	3089182	3089589	+	408	63	0	94.50	0	42	0	87.50	0	90	0	70	0	58.50	0	39	0	49.50	0	51	0	71.50	0	97	0	71.50	0	51.50	0	59	0	48.50	0	57.50	0	66	0
C1_14030W_B	Ca22chr1B_C_albicans_SC5314	3089899	3090906	+	1008	1396	0	2050.25	0	1576.50	0	2075	0	1731	0	1391	0	1032.50	0	981	0	1227.17	0	2637.20	0	2995.67	0	3583.50	0	2475.50	0	1657	0	1607	0	1305.25	0	2011	0	1479	0
C1_14040W_B	Ca22chr1B_C_albicans_SC5314	3091066	3093369	+	2304	2348	0	3050.25	0	2367	0	2880.50	0	2538.17	0	1877.50	0	1397.50	0	1409	0	1757.50	0	3223.50	0	3357.36	0	4237.50	0	3343.50	0	2202.50	0	2192	0	1789.17	0	2680.50	0	2176.33	0
C1_14050C_B	Ca22chr1B_C_albicans_SC5314	3093371	3096742	-	3372	2741.79	0	3311.50	0	2663.25	0	2753.25	0	2334.75	0	1796.50	0	1457.75	0	1416.50	0	1705.75	0	2936.50	0	3321	0	4077.75	0	2545.17	0	1645.50	0	1624	0	1334.17	0	2058	0	1592.50	0
C1_14060W_B	Ca22chr1B_C_albicans_SC5314	3097145	3098653	+	1509	4173.50	0	6415.33	0	4997.25	0	5717.17	0	3978.67	0	3863.50	0	3702.50	0	3298.25	0	4352.06	0	4662	0	5123.67	0	6440	0	4737.58	0	2726	0	2928.25	0	2653.08	0	4270.50	0	3945.25	0
C1_14080W_B	Ca22chr1B_C_albicans_SC5314	3099258	3104714	+	5457	5485.83	0	5713.33	0	4165.48	0	4241.33	0	3882.33	0	2682.50	0	2163.42	0	2097.50	0	2443.20	0	3233.62	0	3492.83	0	4237.50	0	2239.58	0	1670.83	0	1521.67	0	1115.33	0	1698.17	0	1408.50	0
C1_14090W_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	3104941;3105005	3104943;3105322	+;+	321	809.83	0	1314.67	0	978	0	1090.50	0	877.25	0	715.75	0	596.25	0	562.25	0	621.58	0	821.75	0	771.50	0	1013.50	0	838	0	486	0	441	0	437.50	0	596.50	0	381	0
C1_14100W_B	Ca22chr1B_C_albicans_SC5314	3105738	3106403	+	666	545.50	0	644	0	500.50	0	658	0	522.50	0	372.50	0	350	0	324.11	0	430.50	0	702	0	813.50	0	1032	0	712.50	0	456.50	0	449.50	0	374	0	516.50	0	447	0
C1_14110C_B	Ca22chr1B_C_albicans_SC5314	3106625	3107716	-	1092	49124.17	0	51717.90	0	43159.17	0	55388.08	0	45622.82	0	36709.67	0	27318.71	0	30388.92	0	35389.42	0	15259.62	0	16652	0	19125.75	0	12899.33	0	8256.75	0	8905	0	7414.75	0	10461	0	8610.50	0
C1_14120C_B	Ca22chr1B_C_albicans_SC5314	3108092	3108907	-	816	2119.50	0	2386.73	0	2022	0	2447.75	0	1998.50	0	1544.83	0	1277.50	0	1138.00	0	1472.50	0	1861.50	0	1958.50	0	2324.50	0	1766	0	1181.67	0	1045.50	0	805.62	0	1243.50	0	920.50	0
